Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Population elastic ID	Data collections
HGDP00590	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00591	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00594	M			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00595	M			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00598	M			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00599	M			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00600	M			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00601	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00602	M			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00604	M			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00606	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00607	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00608	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00609	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00610	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00611	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00612	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00613	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00614	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00615	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00618	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00619	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00620	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00621	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00622	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00623	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00624	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00625	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00626	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00627	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00628	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00629	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00630	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00631	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00632	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00634	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00635	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00636	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00637	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00638	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00639	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00640	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00641	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00642	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00643	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00644	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00645	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00646	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00647	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00648	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00649	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00651	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00653	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00654	M			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00655	M			Bougainville		Oceania (HGDP)	BougainvilleHGDP	Human Genome Diversity Project
HGDP00661	F			Bougainville		Oceania (HGDP)	BougainvilleHGDP	Human Genome Diversity Project
HGDP00662	M			Bougainville		Oceania (HGDP)	BougainvilleHGDP	Human Genome Diversity Project
HGDP00663	F			Bougainville		Oceania (HGDP)	BougainvilleHGDP	Human Genome Diversity Project
HGDP00664	F			Bougainville		Oceania (HGDP)	BougainvilleHGDP	Human Genome Diversity Project
HGDP00666	M			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00667	F			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00668	M			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00669	F			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00670	M			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00671	M			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00672	F			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00673	F			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00674	M			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00675	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00676	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00677	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00678	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00679	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00680	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00682	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00683	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00684	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00685	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00686	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00687	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00688	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00689	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00690	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00691	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00692	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00693	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00694	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00696	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00697	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00698	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00699	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00700	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00701	F			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00703	M			Colombian		America (HGDP)	ColombianHGDP	Human Genome Diversity Project
HGDP00704	F			Colombian		America (HGDP)	ColombianHGDP	Human Genome Diversity Project
HGDP00708	F			Colombian		America (HGDP)	ColombianHGDP	Human Genome Diversity Project
HGDP00710	M			Colombian		America (HGDP)	ColombianHGDP	Human Genome Diversity Project
HGDP00711	M			Cambodian		East Asia (HGDP)	CambodianHGDP	Human Genome Diversity Project
HGDP00712	F			Cambodian		East Asia (HGDP)	CambodianHGDP	Human Genome Diversity Project
HGDP00714	M			Cambodian		East Asia (HGDP)	CambodianHGDP	Human Genome Diversity Project
HGDP00715	M			Cambodian		East Asia (HGDP)	CambodianHGDP	Human Genome Diversity Project
HGDP00716	M			Cambodian		East Asia (HGDP)	CambodianHGDP	Human Genome Diversity Project
HGDP00719	F			Cambodian		East Asia (HGDP)	CambodianHGDP	Human Genome Diversity Project
HGDP00720	M			Cambodian		East Asia (HGDP)	CambodianHGDP	Human Genome Diversity Project
HGDP00721	F			Cambodian		East Asia (HGDP)	CambodianHGDP	Human Genome Diversity Project
HGDP00723	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00724	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00726	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00727	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00729	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00730	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00731	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00732	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00733	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00734	M			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00735	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00736	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00738	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00739	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00740	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00741	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00744	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00745	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00746	F			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00747	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00748	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00750	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00751	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00752	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00753	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00754	F			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00755	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00756	F			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00757	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00758	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00759	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00760	F			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00761	F			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00762	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00763	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00764	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00765	F			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00766	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00767	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00768	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00769	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00771	F			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00772	F			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00774	M			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00776	F			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00777	M			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00779	M			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00780	M			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00781	F			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00782	M			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00784	F			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00786	M			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00787	F			Bougainville		Oceania (HGDP)	BougainvilleHGDP	Human Genome Diversity Project
HGDP00788	M			Bougainville		Oceania (HGDP)	BougainvilleHGDP	Human Genome Diversity Project
HGDP00790	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00791	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00794	F			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00795	M			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00797	F			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00799	F			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00800	F			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00802	F			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00803	M			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00804	M			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00805	F			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00806	F			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00807	M			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00808	M			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00810	M			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00811	F			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00812	F			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00813	F			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00814	F			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00815	M			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00817	F			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00818	F			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00819	M			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00820	F			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00821	M			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00822	M			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00823	M			Bougainville		Oceania (HGDP)	BougainvilleHGDP	Human Genome Diversity Project
HGDP00828	M			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00832	F			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP00837	M			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP00838	F			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP00843	M			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP00845	M			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP00849	M			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP00854	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00856	M			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00858	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00859	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00860	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00861	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00862	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00863	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00864	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00865	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00868	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00869	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00870	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00871	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00872	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00873	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00875	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00876	F			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00877	M			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00879	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00880	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00881	F			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00882	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00883	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00884	F			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00885	F			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00886	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00888	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00889	F			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00890	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00891	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00892	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00893	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00894	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00895	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00896	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00897	M			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
